fdc_id,Calcium,Carbohydrate,Copper,Energy,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated","Fatty acids, total saturated",Fiber,Folate,Folic acid,Iron,Magnesium,Niacin,Phosphorus,Protein,Retinol,Riboflavin,Selenium,Sugar,Thiamin,Vitamin A,Vitamin B-12,Vitamin B-6,Vitamin C,Vitamin E,Zinc,FoV
2345469,86,7.76,0.114,59,0.957,0.842,0.748,3.3,53,0,0.65,59,0.989,64,2.02,12,0.06,0.7,1.55,0.187,48,0,0.219,20.4,0.65,0.6,Vegetable
2345470,86,7.76,0.114,59,0.957,0.842,0.748,3.3,53,0,0.65,59,0.989,64,2.02,12,0.06,0.7,1.55,0.187,48,0,0.219,20.4,0.65,0.6,Vegetable
2345471,72,6.21,0.074,51,0.912,0.819,0.731,2,97,0,0.51,39,0.596,36,1.59,11,0.093,0.6,2.78,0.071,26,0,0.052,9.3,0.65,0.48,Vegetable
2345477,18,24.8,0.623,134,0.878,0.843,0.715,1.5,20,0,1.64,10,0.828,136,2.62,11,0.166,0.7,16.62,0.044,14,0,0.722,6.6,0.82,3.61,Vegetable
2345478,36,16.47,0.134,92,0.982,0.803,0.719,3.5,56,0,0.56,28,0.701,67,1.29,11,0.05,1.6,4.65,0.08,11,0,0.106,12.6,1.31,0.25,Vegetable
2345479,23,23.01,0.178,151,0.931,1.028,0.84,6.2,137,0,2.06,48,0.705,118,8.23,11,0.062,3.3,4.32,0.252,15,0,0.108,2.5,0.63,1.38,Vegetable
2345480,23,22.9,0.177,150,0.927,1.023,0.836,6.2,136,0,2.04,48,0.701,118,8.19,11,0.062,3.3,4.3,0.251,15,0,0.108,2.5,0.63,1.37,Vegetable
2345481,25,14.28,0.174,119,1.519,1.472,1.21,5.6,55,0,1.46,33,1.961,107,5.37,19,0.124,1.8,5.61,0.237,55,0,0.178,33.6,0.71,1.23,Vegetable
2345482,26,15.01,0.183,84,0.036,0.194,0.074,5.9,57,0,1.53,34,2.062,112,5.63,0,0.13,1.9,5.89,0.249,37,0,0.158,35.3,0.14,1.29,Vegetable
2345483,24,14.22,0.105,78,0.024,0.129,0.049,4.5,59,0,1.52,22,1.476,77,5.14,0,0.1,1,4.39,0.282,105,0,0.113,9.9,0.03,0.67,Vegetable
2345484,23,11.36,0.106,68,0.071,0.375,0.143,4.9,29,0,1.18,18,0.979,67,4.47,0,0.053,1.7,2.99,0.102,43,0,0.056,3.8,0.38,0.66,Vegetable
2345485,24,13.81,0.102,98,0.897,0.882,0.718,4.4,57,0,1.47,21,1.433,75,4.99,11,0.097,1,4.26,0.274,113,0,0.126,9.6,0.37,0.65,Vegetable
2345486,26,14.58,0.178,106,0.945,0.977,0.77,5.7,56,0,1.48,33,2.002,109,5.47,11,0.127,1.8,5.72,0.241,48,0,0.17,34.3,0.48,1.25,Vegetable
2345487,24,13.81,0.102,98,0.897,0.882,0.718,4.4,57,0,1.47,21,1.433,75,4.99,11,0.097,1,4.26,0.274,113,0,0.126,9.6,0.37,0.65,Vegetable
2345488,23,11.03,0.103,89,0.945,1.123,0.811,4.8,29,0,1.15,18,0.951,65,4.35,11,0.052,1.6,2.91,0.099,53,0,0.071,3.7,0.71,0.64,Vegetable
2345489,25,14.57,0.177,109,1.255,1.406,0.485,5.7,56,0,1.49,33,2.002,109,5.46,0,0.126,1.8,5.72,0.241,36,0,0.153,34.3,0.62,1.25,Vegetable
2345490,26,14.58,0.178,102,0.635,0.548,1.055,5.7,56,0,1.48,33,2.002,109,5.48,23,0.127,1.8,5.73,0.242,60,0,0.187,34.3,0.35,1.25,Vegetable
2345491,23,13.8,0.102,102,1.194,1.294,0.444,4.4,57,0,1.48,21,1.433,75,4.99,0,0.097,1,4.26,0.274,102,0,0.109,9.6,0.5,0.65,Vegetable
2345492,24,13.82,0.102,95,0.599,0.47,0.991,4.4,57,0,1.47,21,1.433,75,5,22,0.097,1,4.27,0.274,124,0,0.142,9.6,0.24,0.65,Vegetable
2345493,22,11.03,0.103,92,1.243,1.536,0.537,4.8,29,0,1.15,17,0.95,65,4.34,0,0.051,1.6,2.9,0.099,42,0,0.054,3.7,0.84,0.64,Vegetable
2345494,23,11.04,0.103,86,0.647,0.71,1.086,4.8,29,0,1.15,18,0.951,66,4.36,22,0.052,1.6,2.91,0.099,65,0,0.087,3.7,0.58,0.64,Vegetable
2345495,22,12.19,0.135,66,0.034,0.178,0.068,4.1,34,0,1.27,21,1.052,66,3.99,0,0.091,1.6,4,0.132,90,0,0.081,11,0.02,0.88,Vegetable
2345496,22,11.84,0.131,93,1.128,1.121,0.906,4,33,0,1.24,21,1.022,65,3.88,14,0.089,1.6,3.89,0.128,102,0,0.099,10.7,0.45,0.85,Vegetable
2345497,22,11.83,0.131,97,1.501,1.638,0.563,4,33,0,1.24,21,1.022,64,3.87,0,0.089,1.6,3.88,0.128,87,0,0.079,10.7,0.61,0.85,Vegetable
2345498,23,11.85,0.131,89,0.755,0.605,1.249,4,34,0,1.24,21,1.022,65,3.89,27,0.089,1.6,3.9,0.128,116,0,0.12,10.7,0.29,0.85,Vegetable
2345499,11,4.68,0.067,44,0.918,0.851,0.757,1.7,9,0,0.35,10,0.46,20,0.88,11,0.027,0,2.42,0.052,29,0,0.22,68.9,0.73,0.13,Vegetable
2345500,8,6.09,0.017,50,0.917,0.946,0.758,2.1,39,0,0.44,12,0.938,26,1.01,11,0.082,0.1,4.24,0.049,162,0,0.281,109.5,1.95,0.25,Vegetable
2345503,25,3.3,0.048,38,0.89,0.804,0.701,1.5,21,0,0.33,10,0.234,20,0.67,11,0.036,0.6,1.81,0.011,11,0,0.078,12.2,0.34,0.27,Vegetable
2345504,45,8.98,0.033,63,0.965,0.906,0.749,2.4,19,0,0.46,21,0.692,55,1.13,12,0.04,0.7,4.65,0.084,12,0,0.111,22.1,0.68,0.25,Vegetable
2345505,46,14.88,0.068,89,0.876,0.829,0.71,3,15,0,0.54,17,0.38,54,2.65,11,0.168,0.6,2.81,0.054,11,0,0.227,4.5,0.52,0.29,Vegetable
2345506,30,4.16,0.093,40,0.644,0.443,1.067,2.8,22,0,1.42,13,0.139,20,0.9,24,0.022,0.6,1.73,0.02,26,0,0.162,12.8,0.37,0.18,Vegetable
2345507,45,7.84,0.082,44,0.022,0.092,0.041,2.7,37,0,2.16,25,0.592,55,2.91,0,0.079,0.7,4.15,0.14,53,0,0.15,53,0.4,0.28,Vegetable
2345508,59,8.99,0.09,52,0.039,0.167,0.073,3.1,35,0,2.39,28,0.561,58,3.49,0,0.119,0.8,4.81,0.064,66,0,0.173,21.9,0.47,0.49,Vegetable
2345509,44,7.62,0.08,66,0.931,0.878,0.738,2.6,36,0,2.1,24,0.575,54,2.83,11,0.077,0.7,4.04,0.136,64,0,0.162,51.4,0.75,0.27,Vegetable
2345510,44,7.62,0.08,66,0.931,0.878,0.738,2.6,36,0,2.1,24,0.575,54,2.83,11,0.077,0.7,4.04,0.136,64,0,0.162,51.4,0.75,0.27,Vegetable
2345511,58,8.74,0.087,73,0.911,0.919,0.741,3,34,0,2.33,27,0.545,56,3.4,11,0.115,0.8,4.67,0.062,75,0,0.185,21.3,0.8,0.48,Vegetable
2345513,129,7.94,0.226,41,0.06,0.125,0.146,0.7,148,0,2.28,77,1.121,60,3.51,0,0.262,0.7,0.58,0.062,90,0,0.049,12.8,0.96,0.89,Vegetable
2345514,126,7.71,0.219,63,0.943,0.888,0.821,0.7,144,0,2.21,74,1.088,59,3.41,11,0.254,0.7,0.57,0.061,99,0,0.064,12.4,1.27,0.86,Vegetable
2345515,22,4.1,0.085,21,0.014,0.101,0.104,1.2,21,0,0.48,22,0.501,41,1.3,0,0.075,0.2,3.16,0.051,10,0,0.141,18.5,0.15,0.36,Vegetable
2345516,19,4.54,0.06,21,0.012,0.068,0.033,1.3,10,0,0.5,20,0.412,33,1.21,0,0.043,0.2,2,0.038,9,0,0.072,5.2,0.14,0.27,Vegetable
2345517,12,2.94,0.079,13,0.005,0.031,0.015,1.4,9,0,0.7,13,0.415,21,0.6,0,0.027,0.2,1.18,0.015,5,0,0.042,2.4,0.12,0.29,Vegetable
2345518,22,3.99,0.083,47,1.041,0.989,0.889,1.1,21,0,0.46,22,0.486,40,1.27,13,0.073,0.2,3.07,0.049,23,0,0.156,18,0.54,0.35,Vegetable
2345519,22,3.99,0.083,47,1.041,0.989,0.889,1.1,21,0,0.46,22,0.486,40,1.27,13,0.073,0.2,3.07,0.049,23,0,0.156,18,0.54,0.35,Vegetable
2345520,18,4.41,0.058,43,0.885,0.823,0.703,1.3,10,0,0.49,19,0.4,32,1.18,11,0.042,0.2,1.95,0.037,21,0,0.086,5.1,0.47,0.26,Vegetable
2345521,12,2.86,0.077,35,0.874,0.783,0.682,1.3,9,0,0.69,13,0.403,20,0.6,11,0.026,0.2,1.15,0.015,16,0,0.057,2.3,0.45,0.28,Vegetable
2345522,21,3.98,0.083,51,1.391,1.474,0.568,1.1,21,0,0.47,22,0.486,40,1.26,0,0.073,0.2,3.06,0.049,10,0,0.137,18,0.7,0.35,Vegetable
2345523,22,3.99,0.083,44,0.691,0.505,1.211,1.1,21,0,0.46,22,0.487,40,1.28,26,0.073,0.2,3.08,0.049,36,0,0.175,18,0.39,0.35,Vegetable
2345524,18,4.4,0.058,46,1.183,1.235,0.429,1.3,10,0,0.49,19,0.4,32,1.18,0,0.042,0.2,1.95,0.037,9,0,0.07,5.1,0.6,0.26,Vegetable
2345525,19,4.42,0.058,40,0.588,0.411,0.976,1.3,10,0,0.48,19,0.4,32,1.19,22,0.042,0.2,1.96,0.037,32,0,0.102,5.1,0.34,0.26,Vegetable
2345526,12,2.85,0.077,39,1.17,1.193,0.409,1.3,9,0,0.69,13,0.403,20,0.59,0,0.026,0.2,1.15,0.015,5,0,0.04,2.3,0.58,0.28,Vegetable
2345527,13,2.86,0.077,32,0.578,0.373,0.954,1.3,9,0,0.68,13,0.403,21,0.6,22,0.026,0.2,1.16,0.015,27,0,0.073,2.3,0.32,0.28,Vegetable
2345528,21,6.26,0.034,49,0.895,0.879,0.73,1.4,8,0,0.33,11,0.784,14,0.65,11,0.021,0.3,2.45,0.037,17,0,0.112,3.4,0.46,0.19,Vegetable
2345529,32,6.7,0.089,54,0.945,0.869,0.732,1.9,13,0,0.32,11,0.396,28,0.95,12,0.03,0.7,3.96,0.038,12,0,0.102,18.6,0.4,0.28,Vegetable
2345530,6,19.22,0.156,78,0.002,0.041,0.025,3.9,9,0,1.36,8,0.562,30,1.38,0,0.038,1.1,3.84,0.017,0,0,0.248,2,0.78,0.59,Vegetable
2345531,18,2.95,0.021,36,0.909,0.842,0.686,1,4,0,0.37,10,0.372,17,0.4,11,0.001,0.2,1.15,0.033,11,0,0.047,10.2,0.42,0.57,Vegetable
2345534,17,19.25,0.109,92,0.108,0.24,0.09,3.8,28,0,1.14,35,1.186,88,4.3,0,0.061,0.6,2.2,0.052,10,0,0.11,8.1,0.18,0.68,Vegetable
2345535,16,18.7,0.106,112,0.978,0.99,0.758,3.7,27,0,1.11,34,1.152,85,4.18,11,0.06,0.6,2.14,0.05,21,0,0.123,7.9,0.51,0.66,Vegetable
2345537,18,8.22,0.049,35,0.012,0.06,0.056,2,20,0,0.32,12,0.396,29,1.13,0,0.039,0.3,4.1,0.051,33,0,0.183,47.6,0.43,0.19,Vegetable
2345538,18,7.98,0.048,57,0.885,0.816,0.724,1.9,19,0,0.32,11,0.384,28,1.1,11,0.038,0.3,3.99,0.05,44,0,0.194,46.3,0.76,0.19,Vegetable
2345539,25,12.09,0.085,96,1.546,1.454,1.212,3.2,33,0,0.82,26,1.291,66,2.81,18,0.082,0.8,4.86,0.125,234,0,0.146,13.6,0.87,0.54,Vegetable
2345540,25,13.05,0.083,65,0.01,0.072,0.031,4.4,19,0,0.82,22,0.848,51,2.85,0,0.12,0.3,3.11,0.071,213,0,0.074,3.2,0.38,0.49,Vegetable
2345541,22,8.84,0.071,46,0.118,0.299,0.129,2.6,24,0,0.72,13,0.686,40,2.11,0,0.054,0.8,2.8,0.043,155,0,0.059,2.6,0.31,0.36,Vegetable
2345542,25,12.68,0.08,86,0.883,0.827,0.7,4.3,18,0,0.8,21,0.824,50,2.78,11,0.116,0.3,3.02,0.069,219,0,0.088,3.1,0.71,0.48,Vegetable
2345543,25,12.68,0.08,86,0.883,0.827,0.7,4.3,18,0,0.8,21,0.824,50,2.78,11,0.116,0.3,3.02,0.069,219,0,0.088,3.1,0.71,0.48,Vegetable
2345544,21,8.59,0.069,68,0.99,1.05,0.798,2.5,24,0,0.7,13,0.666,39,2.06,11,0.053,0.8,2.72,0.042,162,0,0.074,2.5,0.64,0.35,Vegetable
2345545,24,12.67,0.08,89,1.18,1.239,0.427,4.3,18,0,0.8,21,0.824,49,2.77,0,0.116,0.3,3.02,0.069,207,0,0.072,3.1,0.84,0.47,Vegetable
2345546,25,12.68,0.08,83,0.586,0.415,0.974,4.3,18,0,0.8,21,0.824,50,2.78,22,0.117,0.3,3.03,0.069,230,0,0.104,3.1,0.58,0.48,Vegetable
2345547,21,8.58,0.069,71,1.288,1.463,0.524,2.5,24,0,0.7,13,0.666,39,2.05,0,0.053,0.8,2.72,0.042,151,0,0.057,2.5,0.77,0.35,Vegetable
2345548,22,8.59,0.069,64,0.692,0.636,1.073,2.5,24,0,0.7,13,0.666,39,2.07,22,0.053,0.8,2.73,0.042,174,0,0.09,2.5,0.51,0.35,Vegetable
2345549,24,9.19,0.076,44,0.054,0.183,0.07,2.4,27,0,0.81,15,0.658,39,1.95,0,0.045,0.7,2.93,0.045,167,0,0.066,4.5,0.2,0.45,Vegetable
2345550,24,8.93,0.073,68,0.999,0.998,0.794,2.3,26,0,0.79,14,0.639,38,1.9,12,0.044,0.7,2.85,0.044,174,0,0.082,4.3,0.57,0.43,Vegetable
2345551,23,8.93,0.073,71,1.322,1.445,0.498,2.3,26,0,0.79,14,0.639,38,1.89,0,0.044,0.7,2.84,0.044,162,0,0.064,4.3,0.71,0.43,Vegetable
2345552,24,8.94,0.073,64,0.676,0.552,1.091,2.3,26,0,0.79,14,0.639,38,1.91,24,0.044,0.7,2.85,0.044,187,0,0.1,4.3,0.43,0.43,Vegetable
2345553,14,16.73,0.076,79,0.11,0.223,0.076,3.4,47,0,0.99,25,1.391,78,3.84,0,0.081,0.8,3.72,0.156,57,0,0.106,6.7,0.05,0.65,Vegetable
2345554,13,16.25,0.074,100,0.98,0.973,0.744,3.3,46,0,0.97,24,1.351,76,3.74,11,0.079,0.8,3.62,0.152,67,0,0.119,6.5,0.39,0.63,Vegetable
2345555,21,5.72,0.069,66,3.097,0.52,0.752,1.9,18,0,0.45,14,0.547,29,1.1,0,0.051,0.4,3.39,0.156,20,0,0.128,17.7,1.32,0.22,Vegetable
2345556,19,14.88,0.124,95,1.196,1.087,0.943,1.9,14,0,0.31,18,0.979,41,1.45,15,0.034,0.3,3.04,0.076,257,0,0.224,8.8,0.7,0.25,Vegetable
2345557,19,15.51,0.13,67,0.008,0.06,0.032,2,14,0,0.32,18,1.021,42,1.49,0,0.035,0.3,3.14,0.079,248,0,0.211,9.2,0.24,0.26,Vegetable
2345558,25,4.54,0.029,23,0.011,0.08,0.026,2.8,48,0,0.51,11,0.383,36,2.35,0,0.067,0.6,1.26,0.046,25,0,0.109,35.6,0.69,0.2,Vegetable
2345559,25,4.41,0.028,46,0.885,0.835,0.696,2.8,47,0,0.5,11,0.372,36,2.29,11,0.065,0.6,1.23,0.045,36,0,0.122,34.6,1.01,0.2,Vegetable
2345560,28,5.59,0.047,28,0.018,0.164,0.057,3,36,0,0.52,11,0.393,35,1.76,0,0.057,0.6,2.19,0.041,298,0,0.1,24.5,0.79,0.25,Vegetable
2345561,28,5.43,0.045,50,0.899,0.924,0.732,2.9,35,0,0.5,11,0.382,34,1.72,11,0.055,0.6,2.13,0.039,301,0,0.114,23.8,1.11,0.25,Vegetable
2345562,37,9.74,0.08,48,0.017,0.085,0.047,2.9,30,0,1.09,18,0.673,48,2.08,0,0.081,0.8,3.63,0.057,226,0,0.179,34.6,0.48,0.4,Vegetable
2345563,37,9.46,0.078,69,0.89,0.841,0.716,2.8,29,0,1.06,17,0.654,46,2.03,11,0.079,0.8,3.53,0.056,231,0,0.19,33.6,0.81,0.38,Vegetable
2345564,54,7.72,0.135,60,0.403,1.025,0.283,1.3,20,0,0.82,21,0.674,70,4.25,0,0.047,4.6,1.15,0.041,0,0,0.111,5.8,0.1,0.5,Vegetable
2345566,84,22.25,0.122,160,2.967,0.907,1.386,3.9,63,12,1.45,32,1.848,95,5.34,8,0.138,6.7,2.13,0.194,14,0.1,0.076,5.3,0.92,0.67,Vegetable
2345567,40,6.8,0.046,50,0.474,1.056,0.505,1.8,17,0,0.64,16,0.521,42,1.88,8,0.077,1.5,2.55,0.05,26,0.04,0.081,5.8,0.4,0.22,Vegetable
2345569,33,21.9,0.062,218,4.985,5.044,1.851,1.6,60,33,1.67,14,1.938,56,4.02,5,0.147,5.5,1.08,0.265,5,0.04,0.086,16.1,2.01,0.36,Vegetable
2345573,44,14.98,0.031,116,2.043,1.268,1.393,1.5,27,0,0.57,23,0.813,107,4.54,68,0.14,6.1,4.63,0.039,76,0.22,0.082,1.7,0.5,0.71,Vegetable
2345575,28,22.33,0.08,218,4.978,5.063,1.814,2,49,33,1.6,14,1.998,49,3.66,5,0.139,5.4,1.77,0.262,5,0.04,0.052,0.8,2.1,0.32,Vegetable
2345577,180,8.96,0.082,155,3.483,2.269,3.566,1.9,19,4,0.72,18,0.827,152,7.02,47,0.143,8.1,3.01,0.059,53,0.37,0.087,2.6,1.53,1.02,Vegetable
2345578,164,6.34,0.087,90,1.081,0.257,2.667,2.2,18,0,0.45,19,0.658,138,6.16,44,0.113,6.3,3.39,0.033,50,0.33,0.09,3,0.67,0.95,Vegetable
2345579,147,27.72,0.402,288,5.827,3.814,4.084,2.3,50,16,1.83,27,5.444,203,10.7,105,0.531,28.7,4,0.286,112,0.29,0.128,4.4,1.11,1.46,Vegetable
2345580,27,21.9,0.219,222,4.971,5.108,1.824,1.3,55,33,1.62,13,3.505,83,4.63,5,0.328,14.3,1.27,0.27,5,0.06,0.056,0.8,1.98,0.49,Vegetable
2345581,52,22.37,0.076,219,4.987,5.056,1.824,1.6,79,33,1.71,23,1.981,53,3.88,5,0.161,5.5,1.42,0.275,10,0.04,0.035,3.6,2.1,0.44,Vegetable
2345582,72,39.94,0.078,352,4.877,9.864,3.172,2.6,36,0,0.96,20,1.122,116,4.19,0,0.09,5.6,4.96,0.153,0,0,0.13,1.5,2.74,0.55,Vegetable
2345585,33,21.5,0.079,216,4.977,5.071,1.84,1.2,49,33,1.69,17,1.938,55,3.76,5,0.153,5.4,1.53,0.267,8,0.04,0.075,7,2.03,0.39,Vegetable
2345586,99,8.91,0.096,85,0.864,0.352,2.153,1.4,25,6,0.84,23,0.961,85,3.46,34,0.12,3.6,3.36,0.106,45,0.07,0.125,13.8,0.4,0.6,Vegetable
2345587,26,14.9,0.091,83,0.316,0.229,0.749,1.1,35,21,0.97,19,1.162,46,2.32,10,0.071,3.7,2.4,0.128,18,0.02,0.118,10.4,0.27,0.43,Vegetable
2345588,82,9.28,0.085,92,1.198,0.509,2.378,1.2,26,6,0.77,23,0.896,81,3.69,28,0.126,3.1,2.84,0.117,36,0.08,0.121,13.9,0.13,0.58,Vegetable
2345589,63,6.87,0.047,125,2.119,0.633,4.449,0.7,24,4,0.79,18,0.511,95,4.65,109,0.173,7.5,3.16,0.079,114,0.26,0.092,6.6,0.29,0.59,Vegetable
2345590,16,9.62,0.094,56,0.362,0.079,0.445,1.8,13,0,0.7,13,0.849,43,2.68,0,0.046,0.8,1.96,0.114,79,0.04,0.123,8.9,0.15,0.61,Vegetable
2345592,22,20.42,0.095,238,6.228,6.056,2.359,1.6,40,20,1.57,15,1.736,62,3.81,13,0.16,6.8,1.55,0.193,60,0.06,0.105,15,2.63,0.39,Vegetable
2345593,19,16.24,0.167,125,1.67,1.984,0.608,3.2,129,0,1.12,22,0.451,64,4.92,0,0.056,0.1,2.97,0.116,3,0,0.152,3.5,0.77,0.67,Vegetable
2345594,21,8.72,0.086,84,1.805,1.811,1.263,1.8,18,0,0.71,16,0.784,40,1.59,1,0.051,0.7,3.23,0.048,65,0.01,0.136,11.7,1.29,0.27,Vegetable
2345595,17,16.43,0.079,102,1.118,1.117,0.789,1.3,34,22,0.9,15,1.057,41,2.02,0,0.036,3.4,1.96,0.094,39,0.01,0.118,7,0.79,0.35,Vegetable
2345597,32,10.64,0.058,46,0.008,0.094,0.041,2.2,23,0,0.86,21,0.578,32,1.52,0,0.083,0.6,7.57,0.061,28,0,0.105,8.6,0.34,0.2,Vegetable
2345598,11,16.28,0.116,65,0.016,0.029,0.013,0.8,27,0,0.41,15,0.251,17,0.8,0,0.048,1,11.05,0.01,2,0,0.05,2.3,0.06,0.26,Vegetable
2345599,35,7.32,0.03,32,0.027,0.066,0.035,1.3,25,0,0.17,9,0.252,20,0.57,0,0.046,0.4,5.98,0.016,17,0,0.055,2.2,0.22,0.11,Vegetable
2345600,4,25.66,0.027,111,0.261,0.37,0.176,1.6,30,0,0.24,10,0.754,35,1.7,0,0.07,0.5,18.43,0.032,9,0,0.046,8,0.14,0.25,Vegetable
2345601,20,8.98,0.033,41,0.028,0.026,0.108,1.7,40,0,0.35,13,0.399,37,1.59,0,0.048,0.6,6.45,0.037,0,0,0.137,34,0.07,0.22,Vegetable
2345602,35,9.67,0.017,41,0.014,0.014,0.028,2.1,30,0,0.39,10,0.184,22,1.06,0,0.032,0.3,7.52,0.046,4,0,0.093,25.8,0.12,0.15,Vegetable
2345603,39,10.97,0.015,46,0.01,0.066,0.017,1.7,13,0,0.67,13,0.329,25,1.19,0,0.055,0.6,8.05,0.048,44,0,0.156,40.2,0.09,0.18,Vegetable
2345604,33,2.4,0.024,15,0.037,0.241,0.067,1.6,52,0,2.5,14,1.1,24,1.1,0,0.21,0.5,1.06,0.01,5,0,0.213,0,0.11,0.22,Vegetable
2345605,54,1.99,0.026,14,0.005,0.122,0.079,1,8,0,0.23,7,0.109,16,0.48,0,0.057,0,1.28,0.047,4,0,0.034,2.1,0.12,0.11,Vegetable
2345606,3,35.06,0.085,130,0.209,0.122,0.054,1.1,1,0,0.87,5,0.233,14,0.37,0,0.033,0,29.13,0,61,0,0.015,1,0.58,0.14,Vegetable
2345607,61,21.15,0.028,91,0.004,0.106,0.067,1,1,0,0.25,7,0.115,18,0.58,0,0.03,0,18.27,0.025,38,0,0.024,0.7,0.36,0.12,Vegetable
2345608,9,9.74,0.068,41,0.013,0.063,0.028,2.5,16,0,0.2,12,0.511,20,0.81,0,0.03,0.3,7.8,0.029,1,0,0.063,1.6,0.25,0.13,Vegetable
2345609,74,4.83,0.018,20,0.02,0.034,0.037,2.6,1,0,0.28,4,0.022,2,0.33,0,0.015,0.4,0,0.02,0,0,0.037,0,0.18,0.04,Vegetable
2345611,6,8.29,0.303,46,0,0.133,0.041,0.8,25,0,0.19,8,3.083,77,2.4,0,0.358,15.8,6.51,0.04,0,0.03,0.061,1.5,0.01,0.41,Vegetable
2345614,70,11.04,0.091,48,0.014,0.022,0.022,2.7,42,0,0.52,47,0.788,51,1.6,0,0.048,0.6,6.1,0.149,28,0,0.16,16.2,0.22,0.48,Vegetable
2345615,88,6.04,0.251,116,7.652,0.629,2.279,1.6,0,0,6.28,4,0.037,3,0.84,0,0,0.9,0,0.003,17,0,0.009,0.9,1.65,0.22,Vegetable
2345616,52,3.84,0.12,145,11.314,1.307,2.029,3.3,3,0,0.49,11,0.237,4,1.03,0,0.007,0.9,0.54,0.021,20,0,0.031,0,3.81,0.04,Vegetable
2345617,88,6.04,0.251,116,7.652,0.629,2.279,1.6,0,0,6.28,4,0.037,3,0.84,0,0,0.9,0,0.003,17,0,0.009,0.9,1.65,0.22,Vegetable
2345618,121,4.96,0.107,141,8.86,0.661,2.3,4,0,0,0.31,12,0.103,7,1.15,0,0,0.9,0,0.041,25,0,0,0,3.78,0.09,Vegetable
2345619,60,4.17,0.162,282,20.904,2.6,4.852,1.8,1,0,3.4,5,0.09,3,0.73,0,0.002,0.7,0.16,0.008,14,0,0.014,0.4,6.14,0.12,Vegetable
2345621,9,9.11,0.042,39,0.007,0.079,0.048,1.5,16,0,0.31,9,0.516,19,0.75,0,0.039,0.1,7.38,0.042,53,0,0.184,68.3,0.66,0.14,Vegetable
2345622,61,4.56,0.045,22,0.023,0.143,0.061,2.6,13,0,0.32,6,0.343,13,0.8,0,0.023,0.4,1.6,0.037,43,0,0.105,12.3,0.9,0.09,Vegetable
2345623,36,5.53,0.046,26,0.026,0.128,0.076,2.7,20,0,0.28,10,0.812,20,0.86,0,0.046,0.4,2.86,0.038,48,0,0.262,65.4,2.24,0.12,Vegetable
2345624,54,1.99,0.026,14,0.005,0.122,0.079,1,8,0,0.23,7,0.109,16,0.48,0,0.057,0,1.28,0.047,4,0,0.034,2.1,0.12,0.11,Vegetable
2345625,45,20.7,0.057,213,2.798,7.15,1.978,1.2,44,33,1.58,11,1.789,45,3.44,5,0.146,5.3,0.82,0.265,6,0.04,0.034,0.8,1.55,0.3,Vegetable
2345626,22,7.68,0.043,34,0.014,0.04,0.027,1.3,18,0,0.29,8,0.2,17,0.56,0,0.032,0.6,6.41,0.009,0,0,0.053,10.4,0,0.23,Vegetable
2345627,109,11.44,0.188,54,0.05,0.104,0.121,0.6,108,0,1.89,64,0.93,50,2.91,0,0.218,0.6,5.35,0.051,75,0,0.043,8.7,0.79,0.74,Vegetable
2345628,21,9.85,0.029,43,0.017,0.077,0.058,1.8,29,0,0.3,11,0.571,28,0.99,0,0.053,0.3,7.48,0.037,194,0,0.138,37.8,0.57,0.19,Vegetable
2345629,27,10.19,0.072,44,0.005,0.044,0.009,1.5,11,0,0.25,9,0.315,23,0.75,0,0.025,0.6,8.02,0.03,0,0,0.067,14.8,0.02,0.22,Vegetable
2345631,15,7.44,0.045,35,0.009,0.075,0.07,0.8,17,0,0.31,15,0.355,32,1,0,0.075,0.2,6.94,0.034,8,0,0.122,12.6,0.1,0.27,Vegetable
2345687,10,26.97,0.081,358,9.673,6.174,5.599,1.4,9,0,0.69,33,1.053,52,13.16,4,0.127,9.9,14.81,0.077,40,0.16,0.204,11,1.93,0.33,Vegetable
2345694,8,11.15,0.012,46,0,0,0,0,3,0,0.31,7,0.013,1,0.3,0,0.001,0,10.37,0.001,36,0,0.016,28.5,0.87,0.01,Fruit
